Gene.primaryIdentifier	Gene.featureType	Gene.qualifier	Gene.secondaryIdentifier	Gene.symbol	Gene.sgdAlias	Gene.featAttribute	Gene.length	Gene.chromosomeLocation.locatedOn.primaryIdentifier	Gene.locations.start	Gene.chromosomeLocation.end	Gene.chromosomeLocation.strand	Gene.geneSummary	Gene.status	Gene.organism.commonName	Gene.description
S000002193	ORF	Verified	YDL035C	GPR1	null	null	2886	chrIV	389172	392057	-1	null	Active	null	Plasma membrane G protein coupled receptor (GPCR); interacts with the heterotrimeric G protein alpha subunit, Gpa2p, and with Plc1p; sensor that integrates nutritional signals with the modulation of cell fate via PKA and cAMP synthesis
S000002194	ORF	Verified	YDL036C	PUS9	pseudouridine synthase PUS9	null	1389	chrIV	387513	388901	-1	null	Active	null	Mitochondrial tRNA:pseudouridine synthase; catalyzes the formation of pseudouridine at position 32 in mitochondrial tRNAs; contains an N-terminal mitochondrial targeting sequence; PUS9 has a paralog, RIB2, that arose from the whole genome duplication
S000002195	ORF	Verified	YDL037C	BSC1	null	null	987	chrIV	384601	385587	-1	null	Active	null	Protein of unconfirmed function; similar to cell surface flocculin Flo11p; ORF exhibits genomic organization compatible with a translational readthrough-dependent mode of expression; in W303 strain one continuous open reading frame comprising of YDL037C, the intergenic region and YDL039C encodes the gene IMI1
S000002197	ORF	Verified	YDL039C	PRM7	pheromone-regulated protein PRM7 YDL038C	null	2097	chrIV	381985	384081	-1	null	Active	null	Pheromone-regulated protein; predicted to have one transmembrane segment; promoter contains Gcn4p binding elements; in W303 strain one continuous open reading frame comprising of YDL037C, the intergenic region and YDL039C encodes the IMI1
S000002198	ORF	Verified	YDL040C	NAT1	AAA1 NAA15 peptide alpha-N-acetyltransferase complex A subunit NAT1	null	2565	chrIV	378874	381438	-1	null	Active	null	Subunit of protein N-terminal acetyltransferase NatA; NatA comprised of Nat1p, Ard1p, and Nat5p; N-terminally acetylates many proteins to influence multiple processes such as cell cycle progression, heat-shock resistance, mating, sporulation, telomeric silencing and early stages of mitophagy; orthologous to human NAA15; expression of both human NAA10 and NAA15 functionally complements ard1 nat1 double mutant although single mutations are not complemented by their orthologs
S000002199	ORF	Dubious	YDL041W	null	null	null	354	chrIV	378102	378455	1	null	Active	null	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; overlaps the verified gene SIR2/YDL042C
S000002200	ORF	Verified	YDL042C	SIR2	MAR1 NAD-dependent histone deacetylase SIR2	null	1689	chrIV	376757	378445	-1	null	Active	null	Conserved NAD+ dependent histone deacetylase of the Sirtuin family; deacetylation targets are primarily nuclear proteins; required for telomere hypercluster formation in quiescent yeast cells; involved in regulation of lifespan; plays roles in silencing at HML, HMR, telomeres, and rDNA; negatively regulates initiation of DNA replication; functions as regulator of autophagy like mammalian homolog SIRT1, and also of mitophagy
S000002201	ORF	Verified	YDL043C	PRP11	RNA11	null	801	chrIV	375680	376480	-1	null	Active	null	Subunit of the SF3a splicing factor complex; required for spliceosome assembly
S000002202	ORF	Verified	YDL044C	MTF2	NAM1	null	1323	chrIV	373967	375289	-1	null	Active	null	Mitochondrial protein that interacts with mitochondrial RNA polymerase; interacts with an N-terminal region of mitochondrial RNA polymerase (Rpo41p) and couples RNA processing and translation to transcription
S000002203	ORF	Verified	YDL045C	FAD1	FMN adenylyltransferase	null	921	chrIV	372688	373608	-1	null	Active	null	Flavin adenine dinucleotide (FAD) synthetase; performs the second step in synthesis of FAD from riboflavin; mutation is functionally complemented by human FLAD1
S000002204	ORF	Verified	YDL046W	NPC2	sterol transporter	null	522	chrIV	371240	371761	1	null	Active	null	Sterol transport protein and functional homolog of human NPC2/He1; human NPC2 is a cholesterol-binding protein whose deficiency causes Niemann-Pick type C2 disease involving retention of cholesterol in lysosomes; yeast NPC2 can complement mutations in human NPC2
S000002205	ORF	Verified	YDL047W	SIT4	PPH1 type 2A-related serine/threonine-protein phosphatase SIT4	null	936	chrIV	369771	370706	1	null	Active	null	Ceramide-activated, type 2A-related serine-threonine phosphatase; functions in G1/S transition of mitotic cycle; controls lifespan, mitochondrial function, cell cycle progression by regulating HXK2 phosphorylation; regulator of COPII coat dephosphorylation; required for ER to Golgi traffic; interacts with Hrr25p kinase; cytoplasmic and nuclear protein that modulates functions mediated by Pkc1p including cell wall and actin cytoskeleton organization; similar to human PP6
S000002206	ORF	Verified	YDL048C	STP4	null	null	1473	chrIV	366739	368211	-1	null	Active	null	Protein containing a Kruppel-type zinc-finger domain; similar to Stp1p, Stp2p; predicted transcription factor; relative distribution to the nucleus increases upon DNA replication stress; STP4 has a paralog, STP3, that arose from the whole genome duplication
S000002207	ORF	Verified	YDL049C	KNH1	null	null	807	chrIV	365068	365874	-1	null	Active	null	Protein with similarity to Kre9p; Kre9p is involved in cell wall beta 1,6-glucan synthesis; overproduction suppresses growth defects of a kre9 null mutant; required for propionic acid resistance
S000002208	ORF	Dubious	YDL050C	null	null	null	372	chrIV	364446	364817	-1	null	Active	null	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data
S000002209	ORF	Verified	YDL051W	LHP1	LAH1 YLA1	null	828	chrIV	363952	364779	1	null	Active	null	RNA binding protein required for maturation of tRNA and U6 snRNA; acts as a molecular chaperone for RNAs transcribed by polymerase III; homologous to human La (SS-B) autoantigen
S000002210	ORF	Verified	YDL052C	SLC1	1-acylglycerol-3-phosphate O-acyltransferase SLC1	null	912	chrIV	362672	363583	-1	null	Active	null	1-acyl-sn-glycerol-3-phosphate acyltransferase; catalyzes the acylation of lysophosphatidic acid to form phosphatidic acid, a key intermediate in lipid metabolism; enzymatic activity detected in lipid particles and microsomes
S000002211	ORF	Verified	YDL053C	PBP4	null	null	558	chrIV	361699	362256	-1	null	Active	null	Pbp1p binding protein; interacts strongly with Pab1p-binding protein 1 (Pbp1p) in the yeast two-hybrid system; also interacts with Lsm12p in a copurification assay; relative distribution to the nucleus increases upon DNA replication stress
S000002212	ORF	Verified	YDL054C	MCH1	null	null	1461	chrIV	359825	361285	-1	null	Active	null	Protein with similarity to mammalian monocarboxylate permeases; monocarboxylate permeases are involved in transport of monocarboxylic acids across the plasma membrane but mutant is not deficient in monocarboxylate transport
S000002213	ORF	Verified	YDL055C	PSA1	mannose-1-phosphate guanylyltransferase MPG1 SRB1 VIG9	null	1086	chrIV	355674	356759	-1	null	Active	null	GDP-mannose pyrophosphorylase (mannose-1-phosphate guanyltransferase); synthesizes GDP-mannose from GTP and mannose-1-phosphate in cell wall biosynthesis; required for normal cell wall structure
S000002214	ORF	Verified	YDL056W	MBP1	transcription factor MBP1	null	2502	chrIV	352877	355378	1	null	Active	null	Transcription factor; involved in regulation of cell cycle progression from G1 to S phase, forms a complex with Swi6p that binds to MluI cell cycle box regulatory element in promoters of DNA synthesis genes
S000002215	ORF	Uncharacterized	YDL057W	null	null	null	987	chrIV	351434	352420	1	null	Active	null	Putative protein of unknown function; YDL057W is not an essential gene
S000002216	ORF	Verified	YDL058W	USO1	INT1	null	5373	chrIV	345665	351037	1	null	Active	null	Essential protein involved in vesicle-mediated ER to Golgi transport; binds membranes and functions during vesicle docking to the Golgi; required for assembly of the ER-to-Golgi SNARE complex
S000002217	ORF	Verified	YDL059C	RAD59	null	null	717	chrIV	344237	344953	-1	null	Active	null	Protein involved DNA double-strand break repair; repairs breaks in DNA during vegetative growth via recombination and single-strand annealing; anneals complementary single-stranded DNA; forms nuclear foci upon DNA replication stress; required for loading of Rad52p to DSBs; regulates replication fork progression in DNA ligase I-deficient cells; paralog of Rad52p
S000002218	ORF	Verified	YDL060W	TSR1	null	null	2367	chrIV	341619	343985	1	null	Active	null	Protein required for processing of 20S pre-rRNA in the cytoplasm; associates with pre-40S ribosomal particles; inhibits the premature association of 60S subunits with assembling 40S subunits in the cytoplasm; similar to Bms1p; relocalizes from nucleus to cytoplasm upon DNA replication stress
S000002219	ORF	Verified	YDL061C	RPS29B	ribosomal 40S subunit protein S29B S14 S29B S36B uS14 YS29 YS29B	null	171	chrIV	340628	340798	-1	null	Active	null	Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S29 and bacterial S14; RPS29B has a paralog, RPS29A, that arose from the whole genome duplication
S000002220	ORF	Dubious	YDL062W	null	null	null	426	chrIV	339857	340282	1	null	Active	null	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps uncharacterized ORF YDL063C; YDL062W is not essential
S000002221	ORF	Verified	YDL063C	SYO1	null	null	1863	chrIV	338272	340134	-1	null	Active	null	Transport adaptor or symportin; facilitates synchronized nuclear coimport of the two 5S-rRNA binding proteins Rpl5p and Rpl11p; binds to nascent Rpl5p during translation; required for biogenesis of the large ribosomal subunit; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus
S000002222	ORF	Verified	YDL064W	UBC9	E2 SUMO-conjugating protein UBC9	null	584	chrIV	337487	338070	1	null	Active	null	SUMO-conjugating enzyme involved in the Smt3p conjugation pathway; nuclear protein required for S- and M-phase cyclin degradation and mitotic control; involved in proteolysis mediated by the anaphase-promoting complex cyclosome (APCC)
S000002223	ORF	Verified	YDL065C	PEX19	PAS12	null	1029	chrIV	336249	337277	-1	null	Active	null	Chaperone and import receptor for newly-synthesized class I PMPs; binds peroxisomal membrane proteins (PMPs) in the cytoplasm and delivers them to the peroxisome for subsequent insertion into the peroxisomal membrane; interacts with Myo2p and contributes to peroxisome partitioning
S000002224	ORF	Verified	YDL066W	IDP1	isocitrate dehydrogenase (NADP(+)) IDP1	null	1287	chrIV	334835	336121	1	null	Active	null	Mitochondrial NADP-specific isocitrate dehydrogenase; catalyzes the oxidation of isocitrate to alpha-ketoglutarate; not required for mitochondrial respiration and may function to divert alpha-ketoglutarate to biosynthetic processes
S000002225	ORF	Verified	YDL067C	COX9	cytochrome c oxidase subunit VIIa	null	180	chrIV	334217	334396	-1	null	Active	null	Subunit VIIa of cytochrome c oxidase (Complex IV); Complex IV is the terminal member of the mitochondrial inner membrane electron transport chain
S000002226	ORF	Dubious	YDL068W	null	null	null	330	chrIV	333500	333829	1	null	Active	null	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data
S000002227	ORF	Verified	YDL069C	CBS1	null	null	690	chrIV	333121	333810	-1	null	Active	null	Mitochondrial translational activator of the COB mRNA; membrane protein that interacts with translating ribosomes, acts on the COB mRNA 5'-untranslated leader
S000002228	ORF	Verified	YDL070W	BDF2	null	null	1917	chrIV	331024	332940	1	null	Active	null	Protein involved in transcription initiation; acts at TATA-containing promoters; associates with the basal transcription factor TFIID; contains two bromodomains; corresponds to the C-terminal region of mammalian TAF1; redundant with Bdf1p; protein abundance increases in response to DNA replication stress; BDF2 has a paralog, BDF1, that arose from the whole genome duplication
S000002229	ORF	Dubious	YDL071C	null	IRC1	null	375	chrIV	330666	331040	-1	null	Active	null	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified ORF BDF2/YDL070W
S000002230	ORF	Verified	YDL072C	YET3	null	null	612	chrIV	329836	330447	-1	null	Active	null	Protein of unknown function; YET3 null mutant decreases the level of secreted invertase; homolog of human BAP31 protein; protein abundance increases in response to DNA replication stress
S000002231	ORF	Verified	YDL073W	AHK1	null	null	2955	chrIV	326613	329567	1	null	Active	null	Scaffold protein in the HKR1 sub-branch of the Hog1p-signaling pathway; physically interacts with the cytoplasmic domain of Hkr1p, and with Sho1p, Pbs2p, and Ste11p; prevents cross-talk signaling from Hkr1p of the osmotic stress MAPK cascade to the Kss1p MAPK cascade; non-essential gene
S000002232	ORF	Verified	YDL074C	BRE1	E3 ubiquitin-protein ligase BRE1	null	2103	chrIV	324047	326149	-1	null	Active	null	E3 ubiquitin ligase; forms heterodimer with Rad6p to regulate K63 polyubiquitination in response to oxidative stress and to monoubiquinate histone H2B-K123, which is required for the subsequent methylation of histone H3-K4 and H3-K79; required for DSBR, transcription, silencing, and checkpoint control; interacts with RNA-binding protein Npl3p, linking histone ubiquitination to mRNA processing; Bre1p-dependent histone ubiquitination promotes pre-mRNA splicing
